companyName,jobTitle,jobUrl,timeFromPosted,longDescription
nfq-asia-8bit-rockstars,Senior Automation QA QC/ Tester Engineer,/it-jobs/senior-qa-qc-engineer-nfq-asia-8bit-rockstars-1743,9 days ago,"Top 3 Reasons To Join UsWe truly value your thoughts and opinionsGlobal and professional3F environment (Fun - Friendly - Flexible)The JobTest functionality for each release and communicate issues found to development team.Identify bugs, prioritize and track issues, and report test results to project / product managers.Identify problems in production environment and elevate issues as necessary.Monitor releases as well as playing an active role in researching post-release issues.Write and/or update test plans and test cases; execute tests for mobile releases.PerksMacBook ProLoyalty bonus scheme (up to $45,000)Work onsite - overseasYour Skills and ExperienceSeveral years of experience testing mobile apps (iOS & Android).Automation experience with frameworks like Appium, Selenium Web driver, etc.Knowledge of web services/API is a plus.Experience in programming languages like Python or Java, experience with Maven is a plus.Experience with various software testing strategies and approaches (e.g., parallel testing, regression testing).Good understanding of Quality Control and Quality Assurance concepts.Good English skills, both speaking and writing.Why You'll Love Working HereTech Rockstar : Apply the latest technologyFun-Friendly-Flexible : Professional & English speaking working environmentExciting Projects : Working with overseas clients and awesome projects.Growing Opportunity : Work with top-notch experts from around the world.Benefits include:MacBook Pro is provided.A fun & dynamic environment and freedom to be creative.Rock in open-mind, kind & humble band.Modern office with the flexible relaxing zone.Company trip, team building & other community Tech activities.Year-end bonus, Loyalty bonus (up to 45,000$).Performance review  2 times/ year.Extra Medical Insurance.15 days annual leaves, working Monday – Friday."
haravan,3 Mid/Senior QC Engineer (Tester/QA QC),/it-jobs/3-mid-senior-qc-engineer-tester-qa-qc-haravan-1154,11 days ago,"Top 3 Reasons To Join UsDynamic and challenging working environment.Attractive salary and benefits package.Career growth opportunities.The JobWork as a QC Engineer in an Agile team that develop breakthrough SaaS products help 50,000+ merchants and top brands transform their business.Participate in the all software testing activities and tasks (test planning, test monitoring and control, test analysis, test design, test implementation, test execution, test completion)Your Skills and ExperienceMust have02+ years of experience as a manual software tester for web applications.Pay attention to detail.You are a persevering and patient person. Have any of below experience/knowledge is a plusExperience in testing SaaS products or large-scale web applications.ISTQB certificate or equivalent.Experience in API testing, performance testing, security testing, usability testing…Experience in creating test plan, test check list, test cases, test reports…Experience with at least one bug tracking tool (e.g.: Jira, Bugzilla, Mantis…)Why You'll Love Working HereAttractive salary and benefits package.Working environment: dynamic, challenging and great teamwork.Internal events: Engagement activities, Company Trip, Team building, Haravan's birthday, Year end party…Annual leave: 12 days/year, be increased 1 more day with 3 working years.Performance review twice a year.Annual health check-up.HaraCare (Premium Healthcare)Annual bonus - 13th month salary, Yearly bonus - based on employees and company business performance.Development opportunities: great career path, working with talented team, approaching newest technologies, and challenging with new projects.Let’s join Haravan to share our mission: MAKE COMMERCE BETTER."
ominext,Tester (Thưởng gia nhập 1 tháng lương),/it-jobs/tester-thuong-gia-nhap-1-thang-luong-ominext-5055,14 days ago,"Top 3 Reasons To Join UsMôi trường làm việc chuyên nghiệp, hiện đại  Cơ hội phát triển nghề nghiệp rộng mở.Lương và Chế độ đãi ngộ vô cùng hấp dẫnThe Job- Hiểu và phân tích yêu cầu của khách hàng.- Thiết kế test plan, test design và testcases.- Thiết lập môi trường kiểm thử, thực thi và báo cáo kết quả.- Quản lý, phân tích và theo dõi kết quả test, báo cáo kết quả và đánh giá chất lượng sản phẩm trước khi golive.- Thực hiện review testcases, kết quả test của các thành viên trong nhóm.- Tham gia đào tạo về quy trình, kỹ năng testing cho các thành viên.- Nghiên cứu, ứng dụng các công cụ test phục vụ cho việc kiểm thử.- Thực hiện các công việc khác theo sự phân công của Quản lý trực tiếp.Your Skills and Experience- Tốt nghiệp chuyên ngành công nghệ thông tin hoặc chuyên ngành liên quan.- Làm việc tốt với CSDL.- Nắm vững quy trình kiểm thử phần mềm.- Có ít nhất 2 năm kinh nghiệm thực tế về testing.- Cẩn thận, tỉ mỉ. Có tư duy logic tốt, nắm bắt nghiệp vụ nhanh, tinh thần trách nhiệm cao.- Có thái độ tích cực trong công việc, có khả năng làm việc độc lập và khả năng làm theo nhóm.- Ưu tiên ứng viên có khả năng đọc hiểu hoặc giao tiếp Tiếng Anh/Tiếng Nhật tốt.Why You'll Love Working HereĐể thực hiện được sứ mệnh ""Trở thành tập đoàn số 1 Việt Nam về cung cấp giải  pháp IT cho lĩnh vực y tế và chăm sóc sức khoẻ"", chúng tôi rất mong muốn tìm kiếm những kỹ sư tài năng với niềm đam mê công nghệ và nhiệt huyết tuổi trẻ tham gia trở thành cộng sự. Hãy đến với Ominext để hòa mình vào một tập thể đoàn kết, sáng tạo, chuyện nghiệp, để cùng nhau chinh phục thử thách và thắng lợi."
pnj-watch,Tester (QA QC),/it-jobs/tester-qa-qc-pnj-watch-0001,15 days ago,"The Job- Phối hợp chặt chẽ với đội ngũ kỹ sư, chịu trách nhiệm đảm bảo các tiêu chuẩn chất lượng của sản phẩm được đáp ứng.- Review tài liệu thiết kế/giải pháp hệ thống, kiểm soát, đánh giá về quy trình phát triển phần mềm; đánh giá chất lượng sản phẩm trước khi triển khai chính thức- Tìm hiểu nghiên cứu đưa ra giải pháp cho các yêu cầu mới phức tạp kiểm tra/kiểm thử phần mềm.- Xây dựng công cụ automation test, thiết kế test cases, manual test.- Tham gia vào quá trình phân tích, thiết kế hệ thống.- Xây dựng công cụ automation, thiết kế test cases/data-driven test cases.- Đề xuất các giải pháp cải tiến quy trình, cải tiến chất lượng công việc, tự động hóa hệ thống.Your Skills and Experience- Có kiến thức về automation test cho thương mại điện tử, hệ thống data.- Có ít nhất 3 năm kinh nghiệm trong lĩnh vực: Kiểm thử phần mềm, kiểm thử hệ thống data.- Đã làm qua các hệ thống về data hoặc website về thương mại điện tử cho các hệ thống lớn là một lợi thế.- Có kiến thức tốt về quá trình kiểm thử và kỹ thuật Kiểm thử (test chức năng, phi chức năng, thành phần, tích hợp, độ tin cậy, hồi quy, chấp nhận người dùng, tải, tress, kiểm tra hiệu suất, tốc độ)- Có các kỹ năng kiểm thử (viết test cases, thực hiện Testcases, mở lỗi, kiểm tra lỗi).- Có kiến thức về xây dựng website: http/https, security, html/css, single page application- Tiếng Anh giao tiếp (Đọc, hiểu, viết được tài liệu chuyên ngành)- Khả năng hoạch định kế hoạch kiểm thử và lên chiến lược kiểm thửWhy You'll Love Working Here- Thu nhập cạnh tranh tương xứng với năng lực.- Thưởng hấp dẫn, bao gồm: Tháng 13; Thưởng vào các dịp lễ tết, Thưởng đột xuất cho cá nhân có thành tích xuất sắc, Thưởng theo kết quả kinh doanh công ty ….- Tham gia đầy đủ các loại bảo hiểm theo quy định và các bảo hiểm khác như Bảo hiểm 24/24, bảo hiểm Premium healthcare tùy vào cấp bậc.- Kiểm tra sức khoẻ định kỳ cho toàn bộ nhân viên.- Môi trường làm việc chuyên nghiệp, ổn định, thân thiện và năng động.- Cơ hội thăng tiến, phát triển nghề nghiệp.- Các họat động tập thể: Team Building, Ngày hội gia đình, Văn nghệ, CLB thể dục thể thao, nghỉ mát."
deliveree-on-demand-logistics,QA QC Engineer (Tester),/it-jobs/qa-qc-engineer-tester-deliveree-on-demand-logistics-5940,10 hours ago,"Top 3 Reasons To Join UsCompany Product DevelopmentFriendly and International working environmentVery attractive salary and benefitsThe JobAt Deliveree, we disrupt the logistics industry with technologies.ABOUT USDeliveree is a full service logistics marketplace powered by sophisticated mobile and web app technology that allows businesses to book and manage ground transportation of goods, cargo, and almost anything else. Our marketplace connects businesses with drivers of commercial vehicles to provide trustworthy service according to high quality standards. Presently in Bangkok, Jakarta, and Manila.What you will do?Product Testing on multiple platforms: Android, iOS, WebApp, APIOrganize and manage required QC support, to deliver on time according to Scrum sprints.Determine task priority, schedules, and deadlines for assigned areas/systems.Assist in day to day monitoring of bugs. Finds and reports common issues among bugs.Design and execute test cases according to the specifications.Collaborate with dev and product team to provide feedback and guidance to setting the test strategies.Set standards and define best practices for coding and design.Collaborate with dev team to release on time and do UAT.Management of overall UAT process over business teams (Product Team, CS Team) to improve overall quality in local markets.Your Skills and Experience2+ year of software testing.Experienced in mobile and web apps testing and troubleshoot.Having knowledge of software testing methodologies and practices.Familiarization with defect tracking and test management tools.Basic of experience in automation testing is a plus.Automation test is a plus: Jmeter, Selenium, SoapUI,...English writingComfortable in a small, intense and high-growth startup environment.Why You'll Love Working HereREGIONAL COMPANYAn exciting opportunity to work with the fastest growing international logistics player.International environment where you can work and learn with coworkers from different southeast asian markets.Opportunities for onsite trip in our operating markets.Relocation Package to HCMC if from far city or country.FOOD & BEVERAGEFree high quality office lunch buffet or restaurant menu.All Day Coffee Station Machine with some of the best coffee beans around.Free Late Dinner Menu from near restaurant.Free Flow of Coffee and Drinks (Juice, Coke, Sprite, Red Bull)All Day Free SnackEvery Friday Special Snack & BeersCOOL SPONSORSHIPSponsorship for 6 or 12 months Gym (2 floors above) to stay healthy and in shape!Monthly Mobile Data AllowanceCompany Sponsorship for Personal LaptopBONUSESNew Product Launch Bonus PackageLoyalty Bonus Package13th Month SalaryHEALTH & LEAVESAnnual Health CheckupAttractive Healthcare Insurance Package15 Days Paid Annual LeaveSOCIAL & ENTERTAINMENTWelcome Deliveree T-ShirtWelcome Gift Funky Toy (as part of our longest tradition)Regular Team Social EventsCool Entertainment Area (Guitar, Video Games, ...)"
isobar-commerce-bluecom-solutions,(HN/HCM) Quality control/Tester,/it-jobs/hn-hcm-quality-control-tester-isobar-commerce-bluecom-solutions-0836,6 days ago,"Top 3 Reasons To Join UsWork with companies from Europe, US, AsiaSuper fun working environment (look at our pics!)13thmoth bonus/ monthly bonus for best performanceThe Job- Read and Verify Requirements/Design Specification- Write/Update Test documents (Test plan, Test cases/Checklist, Test report).- Execute Manual, Performance and Automation Testing- Report and Manage bugs.- Support to team members- Assistant for QC managerYour Skills and Experience- Major in Information Technology (University/College).- Good at English skills- Having experience on E-commerce website testing or on multiple platforms/devices/browsers- Understand of Web development- Experience on relational database concepts and SQL queries- Understanding of software development processes- Good problem-solving, analytical, and critical thinking skills- Good communicator, teamwork or independence.- Ability to provide test estimations for projects- Time and team management skillsWhy You'll Love Working Here• Opportunity to become the qualified developers/project managers in one of the well – known e-commerce solutions providers for international outsourcing projects from Europe, US, China, Hong Kong, etc• Opportunity to obtain the international certification on e-commerce (Magento/Demandware/Hybris Certitficate)• Friendly, young & dynamic working environment with many activities like football team, birthday party, happpy hours, company activites, company trips...• Full package of insurance and 13th month at the end of the year.• Salary is reviewed twice per year based on performance"
cong-ty-co-phan-gkim-viet-nam,Tester (QA QC),/it-jobs/tester-cong-ty-co-phan-gkim-viet-nam-4810,7 days ago,"Top 3 Reasons To Join UsFriendly environmentOpportunity to improve new technics & EnglishGrowing career pathThe JobWork closely with other QAs, developer, designer and product owners to identify testing areas across the deliverables.Develop, maintain and execute test case for projectsPrepare test documentation and review with production teamWork closely with development team/BA/product owner/test manager to design testing strategyIdentify, analyze and report test resultsReview test methods and propose automation test plans for new or updated software projects.Report, track and monitor defects in the defect trackingYour Skills and ExperienceJob Requirement:Relevant work experience in development and/or testing role.Experience with web and mobile testingExperience in design test case/ test scenariosExperience with cross-browser, cross-platform and responsive testing (PC, mobile and tablet)HTML, CSS knowledge and scripting basic skills with Java, Python or anyGood English skills especially written and oral skillsAbility to effectively manage time and prioritize multiple tasksNice to have:Experience in developing test automation with selenium, Apium or any other toolsPerformance testingKnowledge/ Experience in development process, Agile development and QA (process and auditor) for software development processWhy You'll Love Working HereEMPLOYEES BENEFITS & COMPANY ACTIVITIES I. Bonus policies1. Bonus for Excellent projects- Excellent team had made projects succeed 2. Year employees - Excellent staffs of the year3. Discretionary- Evaluation based on staffs performances in each quarter and in the yearII. Training courses 1. English training 2. Other courses (internal & external) - Project management & other skills - Skills need to support for works suggested by managerIII. Salary & Benefits 1. Review - Annual Review in Dec - Evaluations by peers & managers 2. Performances Review - Based on Excellent performances can be set to raise salary any time 3. Benefits - 13th salary-14th salary for loyalty staffs stay with us from Year 5th -15 days of annually leave up to 15 days for loyalty staffs stay with us from Year 5thIV. Other benefits 1. Internal activities- Lunch allowance for staffs everyday.- Afternoon tea, foods and drinks - Coffee, tea, noodle, cookies at the bar area feel free to serve yourself- Staff’s Monthly Birthday Party & Quarter activate, or whenever we find a reason to cheer up!- Fridge and Microwave are provided in office so you can keep/heat your food & drink.2. External activities- Sports: football & other games- Company trip (In Viet Nam or Overseas) - End year party 3. Insurances- Packages insurances required by Vietnam labor law- Bao Viet insurance package for everyone4. Environment- Working room, eating area, Relaxing area...- Opportunity to be involved in overseas projects and travel to oversea for work trips.- Friendly and energetic working environment, ensured professionalism- Positive supports for requirements from colleaguesSalary- Competitive salary depends on your skills and experienced, to be told after you pass/ you shall tell us your expectation during the interviews"
wolffun-game,Game Tester (QA QC),/it-jobs/game-tester-qa-qc-wolffun-game-5552,10 days ago,"Top 3 Reasons To Join UsCompetitive salary and project bonusOpportunity to work on big projectsFree training by senior game developersThe JobTóm tắt công việc: Kiểm thử bằng tay và tự động, chịu trách nhiệm chất lượng đầu ra của các sản phẩm của Công ty, là các chò trơi trực tuyến trên thiết bị di động.Sản phẩm hiện tại:1/  Tank Raid Online - 3v3 BattlesAndroid: goo.gl/HSEpMVIOS: goo.gl/kCC31p2/  Heroes' Strike - 3v3 MobaAndroid: goo.gl/eHLWsG Nhiệm vụ chính:Test tự động Viết kịch bản test để chạy trên các tool tự động như firebase testlabThiết lập môi trường test trên các thiết bị di độngBáo cáo lỗi đến lập trình viên chịu trách nhiệmThực thi test tự động cho mỗi bản buildKiểm chứng kết quả sửa lỗiTest thủ công Viết kế hoạch test (test plan)Viết test case dựa vào thiết kếThực thi các test case mà quá trình test tự động không thể chạy đượcBáo cáo lỗi đến lập trình viênĐảm bảo tiến độ test trên mỗi bản releaseKiểm chứng kết quả sửa lỗi của lập trình viênĐảm bảo chất lượng mỗi bản build, đảm bảo tỉ lệ crash/anrYour Skills and ExperienceKĩ năng cần thiết Có kinh nghiệm viết kế hoạch test (test plan)Có kinh nghiệm viết test caseCó thể viết kịch bản test bằng C#Có kiến thức cơ bản về kiểm thửCó kiến thức về lập trìnhCó kinh nghiệm làm việc trên Firebase test lab là lợi thếKiến thức cơ bản về networkingKiến thức cơ bản về cơ sở dữ liệuPhẩm chất cần thiết: Đam mê làm game và chơi gameCần cù, ham học hỏiTinh thần teamwork tốtCẩn thận, tỉ mỉLuôn yêu cầu cao trong công việcWhy You'll Love Working HereLương và thưởng dự án caoCơ hội được làm việc với dự án Game lớn để thỏa sức phát triển kỹ năngĐào tạo miễn phí bởi các Developers nhiều năm kinh nghiệm trong ngành GameNơi làm việc hiện đại, café, snack và ăn tối miễn phí mỗi ngàyDu lịch hàng quý cùng công tyNếu bạn thấy minh phù hợp cho vị trí Game Tester ở Wolffun, xin đừng ngần ngại ứng tuyển! Hồ sơ của bạn sẽ được phản hồi trong vòng 2 ngày làm việc hoặc sớm hơn"
dirox,QC Engineer (Tester),/it-jobs/qc-engineer-tester-dirox-4755,12 days ago,"The JobBe responsible for a project testing from UI to DBPerform testing in multi-projectsCooperate with Development team for requirement analysis and improvementsBe back-up of TL for handling projects in teamStudy and apply automation test in teamYour Skills and ExperienceHave knowledge in MySQL, MongoDBHave experience in Performance TestingHas strong background of testingHas strong analysis skillsBe able to do multi-tasksBe able to do testing based on DBBe able to work with mobile & web projectsHave knowledge in database structureHave knowledge of automation testing (Selenium, iMacro, Jmeter, ..) would be a plusAble to train/support other team membersAble to understand the algorithm, business logicGood in English (document reading comprehension)2+ years experience in QC industryWhy You'll Love Working HereA very attractive salary package, 100% salary during probation period.Social Insurance on Gross salary13th month salary.14 annual leave / year, 1 additional annual day leave for each 2 working years.Bao Viet Insurance medical.Company trip.Birthday, wedding gift and celebration.Activities such as team building, movie theater, dinner, bowling, …Sport activities: football, tennis, table-football, badminton…"
nexon-networks,Game QA / Senior Tester (QA QC/English),/it-jobs/game-qa-senior-tester-nexon-networks-3643,13 days ago,"Top 3 Reasons To Join UsProfessional work environmentAnnual salary reviewAttractive benefitsThe JobWe perform testing, management, and feedback processes for quality control of games.Communication with Head OfficeReviewing projectsWriting test casesTesting new contentsTesting main contentsTesting functions with high complexityTesting pay goods and probabilityTesting in accordance with IOS App Store inspection criteriaTesting during inspectionsYour Skills and ExperienceWe are looking for Game testers who have beenMore than 2 years in SW, Game QA field.Respecting for company policies and disciplinesMotivated to learn new thingsCapable of motivating colleagues and leading them with adequate communication skill Why You'll Love Working HereChance to work on global projects with multicultural teams, world class gamesAttractive salary and benefitsProfessional work environmentOpen culture where every employee is valued, treated fairly and trusted13th salary every year at least 1-month salaryGovernment social, health and unemployment insuranceOvertime working policy (Extra salary)Lunch AllowanceAnnual salary review based on employee performance and company successParking Allowance"
secutix,Software Tester,/it-jobs/software-tester-secutix-0248,15 days ago,"Top 3 Reasons To Join UsProduct environment, startup mindsetOpen, dynamic, international working environmentGreat package, 18 leave days, travel to EuropeThe JobSecuTix, a member of the ELCA group, is THE LEADING European Startup Company delivering SaaS-cloud based Ticketing Engagement Platform. We have offices in Switzerland, Vietnam, France, UK, Spain and Germany. In response to our growth, we are looking for 4 Testers to join our talented team. You will:Work in a startup, amazingly dynamic, agile environment together with international colleagues.Own quality and end-to-end testing for the product.Act as a strong advocate for quality in the product development process.Review software requirements for testability.Elaborate operational test procedures and test cases.Plan and estimate testing activities.Perform testing on various types of application (web, mobile, interfaces, reports).Document test results in a concise and consistent manner.Have chance to practice writing basic automation scriptsMentor and coach junior QA engineer.Your Skills and ExperienceExperienceBachelor’s degree in Computer Science or Information SystemAt least 1-2 years of professional experience in one of the related activities and feel at home in an interdisciplinary teamSkillsExperience in developing test cases, test plans and performing testing.Passion for product quality and uncovering hard to find scenarios and bugs.Attention to details and a knack at finding edge cases.Experience in delivering software products using an Agile methodology.Strong research, problem solving and troubleshooting ability.Self-motivated and able to grasp issues quickly and make educated, critical judgment in the absence of complete information.Able to multitask in a dynamic, fast-paced environmentGood interpersonal skills and able to work with various cross functional teams to deliver high quality products.Why You'll Love Working HerePerks you will love:Product for 150+ customers, millions of users worldwideExposure to world famous customer organizationsSwiss grade work organization & qualityFrequent interactions with Switzerland/France/UK/SpainBuild a fast & solid career path with clear & attractive promotion opportunitiesAdvanced software factory & technical environments300+ machines in build pipeline, 60+ technologies300+ deliveries per year, full automated test suiteBenefits:Premium Health Insurance PackageFun, regular team building activitiesLove from the team. We are very collaborative & friendlyTravel opportunities to visit our customers in EuropeEnglish class, training, strong support for career developmentParalleled coaching & training from industry-leading experts"
groove-technology,Tester ,/it-jobs/tester-groove-technology-4710,18 days ago,"Top 3 Reasons To Join UsInternational and professional working environmentCompetitive salary packageFlexible working time from Monday to FridayThe JobObjectivesWriting and developing system test plans for assigned projectsRunning system tests for assigned projectsRecording and consolidation of test plan results into Issue RegisterContinual improvement of system testing procedureResponsibilitiesEnsure a full understanding of the project scope and specifications with the producer and/or developersWrite and develop test plans for assigned projects which ensure that the project meets the specificationsSuggest improvements to specifications for platform and projects.Review and update the test plan as scope changes or enhancements are madeRun system testing on assigned projects to ensure the final product is delivered to spec.Record detailed information of test results (browsers, steps to replicate, screenshots, error messages)Assist in consolidating test results and entering into Issue Register for the Producer.Also answering questions from Production resources in relation to testing issues.Re-testing and closing testing issues.Continual review of the system testing procedure and making improvements/suggestions to the Executive ProducerYour Skills and Experience3 years of experience in website testingAt least average English reading and writing skillsGood sense of teamwork and highly responsible for the assigned tasksCarefulness, good at logical thinking and attention to detailsAbility to write test casesWhy You'll Love Working HereCompetitive and attractive salaryAnnual bonus (13th salary)International, dynamic, friendly working environment.Free English training courses with foreign teacher.Well-equipped facilities: laptop, IMAC, or PC with 2 monitorsClear and stable career growthMany opportunities for personal and professional growth.Annual performance review: recognize your efforts and identify development/ improvement needsRegular team building events, sport activities…Medical and Accident Insurance programProfessional training"
pmax-performance-marketing-agency,Automation Tester (QA QC/BDD/JavaScript),/it-jobs/automation-tester-qa-qc-javascript-pmax-performance-marketing-agency-2855,18 days ago,"Top 3 Reasons To Join UsAttractive Salary & BonusSocial insurance, health insurance policiesTo be provided with modern equipment, laptop, PCThe JobWrite, execute and maintain test script for automation testingRun, analyze automation test report then send to userPrepare test environment, test data, jenkin configuration if requiredReport bugs if found any when run automation or perform manual test.Maintaining and update framework when library is upgradedCommunicate testing status, issues, risks to management and stakeholdersAssist in the quality management continuous improvement processCover functional, display, technical testing, both manual or automation.Define, maintain the test automation framework and ensure that appropriate testing tools are selected and applied optimallyAnalyze test results and coordinate with development teams for bug fixesWork closely with user to clarify their testing needs, project scopeTailor and efficiently apply software testing processReport to project leader.Your Skills and ExperienceTechnical skill2 years experience in this position.Must have skill mocha, chai, enzyme, sinonHas knowledge or experience in developing and executing automation test script/framework for testing Selenium Web-driver (HTML, CSS, JavaScript)Knowledge of Web Services integration (REST, SOAP, XML, JSON)Tracking multiple test executions simultaneously and able to synthesize results effectivelyExperience using frameworks like TestNG or JUnitKnowledge of Web Services integration (REST, SOAP, XML, JSON)Knowledge in REST/SOAP API using tool like Postman/SOAPUIKnowledge in using BDD (Behavior-driven development) FrameworkSoft skills:Initiative spirit, open-minded and flexible in project’s process tailoringCollaboration and presentation skillStrong system thinking and problem solving skillsWhy You'll Love Working HereAmple opportunities to grow. You get to propose your own ideas and see it throughWork with passionate, talented and driven colleagues who get things doneOpportunities to work cross-country and with variety of projectsChallenging and exciting problems that await you to solveAttractive Salary & BonusTo be provided with modern equipment, laptop, PC ... necessary to improve work efficiency.Work in a large system with high number of users in Vietnam, South East Asia.Opportunities for professional trainingOpportunities for promotion because you will become one of the core members of PMAXSocial insurance, health insurance policies and other benefits in accordance with the Labor Code Working time: 9:00 - 18:00 from Monday to Friday"
cinnolab,Tester (QA/QC),/it-jobs/tester-qa-qc-cinnolab-5652,19 days ago,"Top 3 Reasons To Join UsPay for performance IntegrityNo jerkThe JobNghiên cứu yêu cầu và thiết kế của dự án;Lập kế hoạch test và kịch bản test, chuẩn bị dữ liệu test;Test các dự án phần mềm, phối hợp với các bộ phận khác của công ty để đảm bảo chất lượng dự án;Quản lý, phân tích và theo dõi kết quả test, báo cáo kết quả test…Nghiên cứu và ứng dụng các công cụ kiểm tra, đánh giá tự động.Your Skills and ExperienceCó tối thiểu 1 năm kinh nghiệm tại vị trí tương đương;Am hiểu về quy trình phát triển phần mềm và các giai đoạn kiểm thử;Có kinh nghiệm lập các Test Plan và thiết kế các Test Case, Test Data;Có kinh nghiệm sử dụng Tool Test để Test tự động theo kịch bản, Test Performance, Load Test...;Có kinh nghiệm tracking lỗi bằng sử dụng các Tracking Tool;Có khả năng đọc hiểu các tài liệu kỹ thuật bằng tiếng Anh là một lợi thế;Why You'll Love Working Here• Có 12 ngày nghỉ phép/năm được hưởng nguyên lương ngoài các ngày nghỉ lễ theo lịch nhà nước,...• Được review lương : 1-2 lần/năm;• Được thưởng khi dự án hoàn tất.  • Được học và ứng dụng công nghệ mới (Chấp nhận code chậm để nhân viên được học công nghệ mới).• Làm việc trong các dự án lớn, có cơ hội phát triển kỹ năng và tư duy.• Được làm việc trong môi trường năng động, trẻ trung, chuyên nghiệp.• Chế độ khen thưởng thăng tiến, xứng đáng theo cá nhân, theo đội nhóm.• Được làm việc với các chuyên gia hàng đầu trong nước và nước ngoài sẽ giúp bạn tích lũy nâng cao kiến thức.• Các chuyến đi công tác nước ngoài giống như đi du lịch, được tài trợ các hoạt động cộng trong team, được giao lưu nâng cao kiến thức lập trình và trải nghiệm thực tế.• Văn phòng rộng rãi, thoáng mát, tiện nghi. Được mặc thoải mái những gì bạn thích đơn giản để bạn có thể thỏa sức sáng tạo. Có bánh, trà, café, thức ăn nhanh phục vụ anh em hàng ngày.• Một tháng tổ chức ăn uống, party ít nhất 1 lần/ tháng, mỗi vài ngày đều có liên hoan ăn nhẹ giữa buổi."
axon,QA Manual Engineer (Tester),/it-jobs/qa-manual-engineer-tester-axon-3720,20 days ago,"Top 3 Reasons To Join Us Awesome work environmentAwarded Best Office DesignUS trainingThe JobOur mission is to protect life.We’re out to make the world a safer place by solving big problems and taking on the public safety challenges of our time. From our company's inception building the TASER device to a full suite of hardware and software solutions, we are focused on providing police agencies with the state-of-the-art devices and services they need to successfully serve and protect us. In the next few years, we're going to eliminate the burden of paperwork in policing, so officers can increase the time they spend building relationships and serving in their communities. We’ll put video at the heart of the police record so our justice system can get to the truth faster. And we won't stop innovating until the bullet is rendered obsolete.It’s a big mission, but it’s one we’ll pursue relentlessly every single day.Your Day-to-dayYou will work closely with our talented team in Vietnam and US which you will be assigned to:Review requirements, specifications and technical design documents to provide timely and impactful feedbackDevelop and execute a manual test strategy where appropriateUse exploratory testing techniques to discover and prevent issuesProduce detailed reports documenting test results and process to be provided to the Product/Project Manager and QA ManagerTrack defects and issues using JIRA and participate in regular sprint and release planning sessions with the development teamImplement and improve existing QA processesYour Skills and ExperienceBasic QualificationsHave 1-5 years of experience in manual testingSolid understanding of software QA methodologies, tools and processesAbility to collaborate, make questions and communicate directly with colleagues in US.Comfortable with Linux, MacOS, WindowsStrong communication skills in English and Vietnamese.Preferred QualificationsExperience in API testing (using SoapUI, Postman or similar)Experience in Automation testing (using Selenium or Appium) is a plusProgramming skills (Java, python) is a plusFamiliarity with version control, bug tracking (Jira), and CI / CD systems (Teamcity or Jenkins).Why You'll Love Working HereAn awesome office/working environment with the latest technologies and work with top engineers in the worldCompetitive salary and benefits including a great medical insurance planFun team activities and outingsFlexible working hoursOpportunities for training in the USOpportunities to ride along with real US police officers in real life situations, see them use technology, and get inspiredWe are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
pasona-tech-viet-nam,"IT Tester (QA, QC) ",/it-jobs/it-tester-qa-qc-pasona-tech-viet-nam-1548,20 days ago,"Top 3 Reasons To Join UsCơ hội đi đào tạo ở nước ngoàiThu nhập hấp dẫnMôi trường hiện đại/thân thiệnThe JobĐọc hiểu tài liệu, tạo testcase và thực hiện testDự án đang mở rộng, nên nếu tham gia sẽ làm việc với vai trò là một core memberChi tiết công việc sẽ được trao đổi thêm vào buổi phỏng vấnNơi làm việc: Tầng 4, tòa nhà E-town 1, 364 Cộng Hòa, P. 13, Q. Tân Bình, Tp. HCMThời gian làm việc: Từ 8:00 đến 17:00, từ thứ Hai đến thứ SáuYour Skills and ExperienceTuổi: 23-35Tốt nghiệp Đại học/ Cao đẳng, ưu ngành CNTT/ Khoa học máy tínhTrình độ tiếng Nhật tương đương N5, N4 trở lênCó hứng thú với công việc kiểm thử phần mềmƯu tiên ứng viên có kinh nghiệm làm việc tại các công ty NhậtWhy You'll Love Working HereMức lương: 500-700 USD (tùy theo năng lực và kinh nghiệm)Môi trường làm việc thân thiện và năng độngChế độ nghỉ phép và bảo hiểm theo quy định của pháp luật lao động Việt NamThưởng theo chính sách của công tyHoạt động Team Building (tiệc sinh nhật cho nhân viên, du lịch công ty, v.v...)Cơ hội được làm việc với các chuyên gia nước ngoài và tiếp nhận công nghệ tiên tiến nhấtCơ hội được đi đào tạo ở nước ngoàiCó câu lạc bộ bóng đá, cầu lông, học ngoại ngữ, v.v..."
